ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
3,1,3,43,41,48
4,1,3,75,76,82
1,1,2,66,61,54
3,2,2,44,42,33
3,1,1,65,61,49
3,1,3,66,70,70
4,1,3,98,99,98
6,1,2,93,90,80
4,2,2,100,90,99
4,1,1,60,57,54
3,1,2,65,62,61
1,1,2,77,81,81
5,2,3,89,88,78
3,1,2,81,73,83
3,2,2,68,64,62
5,2,2,86,90,75
4,1,2,71,74,92
3,1,1,77,73,70
3,1,3,76,81,76
5,1,2,31,31,35
1,2,3,70,73,58
2,2,3,59,56,63
4,1,1,63,54,64
1,2,1,44,36,38
6,2,2,61,63,48
5,1,3,53,61,40
4,1,2,74,70,59
3,1,2,81,82,72
2,1,2,79,71,82
3,1,2,40,37,40
4,2,3,90,87,100
3,1,2,40,33,25
6,1,2,76,69,55
1,2,2,61,70,57
2,2,2,98,97,83
4,1,2,61,62,67
4,1,2,79,85,80
1,2,3,33,36,27
6,1,2,89,92,83
3,1,3,88,88,69
3,1,2,79,80,80
2,1,2,64,59,64
6,2,2,49,49,56
5,1,2,64,60,67
3,1,2,39,41,49
2,1,3,50,47,53
3,2,2,72,79,70
6,1,1,94,89,94
4,2,3,68,72,56
3,2,2,40,43,35
4,1,2,97,96,83
1,1,2,67,65,75
3,1,3,84,82,91
4,1,3,81,77,80
3,2,2,53,60,66
4,2,3,93,93,86
3,1,2,77,72,69
1,1,2,43,45,46
3,1,1,88,86,88
1,1,2,70,73,65
2,2,2,70,69,45
5,2,3,75,75,74
1,1,2,86,88,80
2,1,1,52,50,52
3,2,1,86,87,74
5,1,1,75,75,68
4,2,2,72,77,77
3,1,1,51,61,54
4,1,1,85,80,74
6,1,2,91,92,100
1,2,2,74,79,62
4,2,1,82,84,80
3,1,2,74,70,75
2,1,2,82,76,92
3,1,3,71,69,57
4,1,2,73,68,79
2,1,2,52,57,55
2,1,1,78,75,81
2,2,1,68,56,62
3,1,2,58,53,71
3,1,1,59,56,57
3,2,2,75,81,63
5,2,1,62,70,48
5,1,3,87,82,79
1,2,2,56,49,53
1,1,3,48,53,58
3,1,2,67,59,50
2,2,1,52,51,43
3,2,2,69,69,73
3,1,1,72,70,86
2,1,2,77,72,73
3,1,1,88,80,85
4,1,2,48,45,61
1,1,3,79,67,60
6,2,2,82,80,50
4,2,2,65,64,51
4,1,2,50,57,51
5,2,2,77,77,65
4,2,3,76,81,75
6,1,2,66,65,73
2,2,3,90,90,71
3,2,2,71,77,59
6,1,1,81,89,84
6,2,2,92,93,100
3,1,2,59,52,49
6,1,2,100,100,92
4,1,2,74,71,84
4,1,2,66,63,70
3,1,2,59,61,65
1,2,2,52,44,34
3,1,1,74,73,74
4,1,2,93,96,94
1,1,2,70,72,53
4,1,3,73,74,65
1,2,1,54,59,61
1,1,2,74,67,76
1,1,2,55,52,64
3,1,1,48,43,31
1,1,1,75,68,51
1,1,1,43,45,32
2,1,2,43,32,30
4,1,2,43,43,40
2,1,2,63,69,58
4,1,2,69,65,64
3,2,2,58,58,63
2,1,3,77,79,86
3,2,2,78,72,61
1,1,1,62,56,72
3,1,1,78,80,95
4,1,2,82,73,91
1,1,1,54,49,47
1,1,2,65,58,69
2,2,2,89,86,91
3,1,3,69,73,58
2,1,2,59,61,63
4,1,2,73,72,74
5,1,2,66,68,61
3,2,2,71,72,82
6,1,1,74,71,50
3,1,2,80,76,67
5,1,2,43,38,38
3,2,2,62,62,40
1,1,2,50,44,63
5,2,2,75,82,68
2,1,1,64,64,70
5,2,1,93,98,93
4,1,2,51,49,60
1,1,1,81,77,77
3,1,2,83,80,77
2,1,1,57,52,55
3,1,2,65,62,75
2,1,2,77,66,75
6,1,2,72,70,76
3,1,2,81,77,82
2,2,2,58,60,62
3,2,2,59,54,64
4,2,2,79,84,71
5,1,3,74,71,84
3,1,1,59,56,47
1,2,1,66,59,61
6,1,2,81,80,83
3,1,1,75,66,63
2,1,3,52,52,42
6,1,2,70,68,83
6,1,2,87,92,78
4,2,3,95,94,86
2,1,1,78,84,73
2,2,2,81,81,79
2,1,2,100,97,100
3,1,2,61,56,63
1,1,2,85,86,69
1,1,2,71,75,69
5,2,1,88,88,68
3,2,2,72,71,71
1,1,2,62,52,49
4,1,1,68,65,71
5,1,1,89,90,66
4,1,2,79,78,86
1,2,1,47,45,37
1,1,3,42,34,42
3,2,3,88,90,89
3,1,3,69,73,87
5,1,1,62,57,65
2,1,2,72,77,67
1,1,3,57,53,67
1,1,2,51,48,51
3,1,2,61,59,58
4,2,1,84,90,74
4,2,2,67,79,68
2,1,2,91,86,100
2,2,1,72,75,54
5,2,2,95,96,84
4,2,1,98,93,84
4,2,3,95,95,91
2,1,1,69,63,58
4,1,2,74,82,87
3,1,1,60,58,51
3,2,2,90,89,67
4,2,2,94,86,85
3,2,2,60,61,48
5,1,2,78,83,88
1,2,3,56,51,51
6,2,2,77,79,76
3,1,2,98,100,100
3,1,2,80,77,72
2,1,2,54,54,53
3,1,1,92,91,82
2,2,1,63,64,48
3,1,2,48,49,52
4,1,1,62,54,65
6,1,2,81,86,75
2,1,2,91,81,87
5,1,2,97,95,89
4,2,2,74,76,60
5,1,2,88,86,89
3,1,3,80,82,70
5,1,2,70,66,56
2,2,2,52,47,56
5,1,3,58,59,50
4,1,2,62,52,62
2,1,1,82,81,73
1,1,1,85,84,73
5,2,2,81,80,77
2,1,1,79,77,71
5,2,2,100,100,100
5,1,1,96,91,97
6,2,2,69,82,66
3,1,2,66,75,69
5,1,2,80,78,66
6,1,3,44,49,47
2,2,2,59,63,54
3,1,1,55,49,52
6,1,3,69,70,72
4,2,2,91,92,71
5,1,2,88,93,87
3,1,2,75,76,73
1,1,1,73,66,77
3,2,2,44,38,43
4,1,1,64,63,73
2,1,2,75,76,74
1,1,3,71,64,79
1,1,1,77,69,62
6,2,1,80,73,55
3,2,2,50,54,40
1,1,2,65,65,72
2,1,2,59,52,50
2,1,2,85,79,79
5,1,1,84,88,78
3,1,2,70,67,65
2,1,3,72,62,73
1,1,2,66,58,59
1,1,3,59,56,55
5,2,3,60,58,67
3,2,3,86,84,69
3,2,3,87,86,97
4,1,2,74,71,75
6,1,2,94,92,88
3,1,2,69,67,75
3,1,2,75,70,83
4,2,2,68,64,44
2,2,2,85,84,77
4,1,2,62,71,74
2,1,2,75,67,77
2,1,3,50,56,41
3,1,2,42,39,41
5,1,1,66,67,62
1,2,2,54,68,60
3,1,2,53,43,50
3,1,1,56,58,39
1,1,2,64,53,52
1,2,1,33,38,41
5,2,1,63,64,61
1,1,2,73,68,60
2,2,2,50,47,46
3,2,3,64,63,62
5,2,1,91,85,79
2,2,3,59,53,68
5,1,2,69,64,69
2,1,1,50,50,64
4,1,2,92,89,95
6,1,1,76,75,76
4,1,3,77,80,67
3,2,3,96,98,81
3,1,3,63,61,69
3,1,1,71,63,55
5,1,2,60,53,42
3,1,1,51,55,63
3,2,1,77,77,63
6,1,2,100,100,94
4,1,1,67,71,62
3,1,2,80,77,70
3,2,2,71,72,75
2,1,1,68,69,75
3,2,3,75,82,63
1,1,2,74,64,73
3,1,2,80,82,91
2,1,1,91,84,73
2,2,2,49,45,62
2,1,2,72,57,75
2,1,2,50,46,56
3,1,2,71,71,82
2,1,2,40,34,41
3,1,3,65,60,62
1,1,2,25,21,28
5,1,1,57,64,59
5,1,1,74,76,87
2,2,3,100,100,93
2,1,2,49,44,47
1,2,3,57,54,58
5,1,2,100,95,100
3,1,1,66,63,64
1,1,2,56,55,45
3,1,2,47,40,43
3,1,1,86,80,74
5,1,2,84,85,82
3,1,3,95,89,83
3,1,2,55,62,48
3,1,1,53,63,56
3,1,3,75,70,74
3,1,3,63,55,65
1,2,2,76,76,75
4,2,1,49,56,47
4,1,1,76,74,64
2,1,2,75,64,55
3,1,2,43,47,52
3,2,2,74,74,81
4,1,1,41,36,47
6,2,1,50,53,39
3,1,1,67,64,62
4,1,2,81,78,84
2,1,2,80,75,77
2,1,2,72,72,74
4,2,3,55,52,61
1,1,2,76,69,62
3,1,2,99,91,88
4,1,1,59,54,67
4,1,1,72,74,70
2,2,2,95,94,72
1,1,1,52,56,41
3,2,2,77,73,85
2,1,1,55,52,51
3,1,2,41,39,38
3,1,3,63,61,81
4,1,2,100,97,95
4,1,3,74,75,65
2,1,3,43,43,54
3,2,2,90,97,75
4,1,2,68,73,69
4,2,1,90,90,75
2,2,2,92,86,82
3,1,2,54,57,54
2,1,1,66,67,50
3,2,1,91,94,73
1,1,3,57,52,45
5,2,2,81,73,65
2,1,2,76,72,86
2,1,1,76,78,76
1,2,2,83,90,80
6,1,3,94,94,100
6,2,2,64,61,43
2,1,1,57,54,49
6,1,2,44,44,51
3,1,3,38,33,40
2,2,1,76,76,67
5,2,2,59,60,57
3,1,1,74,65,68
3,2,3,66,73,54
1,1,1,77,78,76
1,1,2,58,54,48
6,1,2,100,98,90
5,2,2,58,60,59
3,1,2,67,60,37
3,1,2,69,70,57
6,1,3,88,88,95
2,1,1,60,57,50
2,1,2,87,81,71
5,1,2,33,41,40
5,1,1,89,89,70
3,2,1,81,84,67
3,1,2,81,71,74
1,1,2,62,53,64
5,1,1,56,57,61
3,1,1,78,74,58
3,1,3,48,50,48
4,1,2,55,51,46
4,2,1,66,62,51
1,1,2,79,79,73
3,1,3,75,75,77
3,1,3,64,61,62
4,2,1,99,100,96
5,2,3,100,99,100
1,1,3,58,58,51
6,1,2,91,91,87
2,1,2,62,58,41
2,1,2,53,46,51
5,1,2,86,88,71
5,2,2,87,92,78
6,2,1,98,98,95
2,1,2,72,68,60
3,1,1,63,68,55
5,1,1,73,69,71
4,1,1,67,63,47
1,1,1,47,42,54
4,1,1,61,53,65
6,1,2,63,68,57
2,2,2,73,70,63
4,2,2,75,75,62
3,1,3,82,82,94
3,1,1,77,71,61
2,1,3,75,70,66
2,2,2,76,80,79
2,1,1,82,79,83
3,2,3,79,82,84
6,2,1,90,93,86
1,2,2,74,77,64
4,1,2,84,82,64
2,1,1,75,69,52
3,2,2,92,89,68
2,1,1,72,71,63
1,2,2,59,61,47
2,1,3,82,81,77
3,2,2,66,61,49
1,2,2,38,35,34
6,1,2,76,76,81
2,1,2,53,51,48
3,1,1,64,63,56
2,1,2,83,81,72
4,2,2,100,100,93
6,1,1,70,64,78
1,2,1,56,61,67
4,1,2,84,85,88
3,1,3,73,72,77
3,1,2,73,71,62
2,1,2,71,72,64
6,1,2,86,82,66
3,2,2,72,72,61
5,2,1,93,91,86
2,1,2,67,53,68
3,2,2,86,87,77
3,2,3,64,65,52
3,2,3,60,60,61
1,1,2,41,36,40
3,2,2,84,82,74
3,2,1,89,89,72
5,1,2,53,51,34
1,1,1,61,54,57
5,2,1,64,61,58
3,1,2,76,81,79
5,1,3,52,53,62
1,1,2,55,54,63
2,1,3,51,42,58
4,2,3,69,74,81
1,1,2,75,81,74
6,1,2,66,73,63
4,1,1,60,61,55
3,1,2,69,60,60
3,1,2,54,59,72
3,1,2,69,72,75
3,1,2,43,40,45
1,2,2,69,69,54
1,1,2,74,77,70
3,2,1,91,92,91
4,1,2,82,85,79
1,1,3,84,84,89
4,1,1,75,63,74
1,2,1,49,52,48
5,1,2,94,97,100
3,2,2,78,77,80
2,2,2,68,67,65
3,2,2,99,99,78
3,2,2,49,51,40
5,1,2,40,37,36
2,1,2,65,73,73
5,1,2,63,52,75
1,2,2,66,64,65
3,1,2,49,56,51
6,1,3,89,91,80
3,1,3,62,68,56
1,2,2,73,81,65
3,2,1,81,82,95
6,2,1,93,98,83
2,1,2,71,67,54
2,2,3,71,75,80
3,1,1,80,80,63
3,1,2,79,84,81
6,2,2,100,99,98
4,2,1,81,82,74
3,1,2,77,73,61
2,1,2,75,74,70
1,2,2,74,73,63
3,1,2,78,77,68
2,1,2,49,39,44
2,2,2,62,64,68
5,2,1,65,68,77
3,1,2,77,74,75
4,1,1,69,66,73
2,1,2,65,63,65
1,2,2,41,45,44
2,1,3,74,71,65
1,2,1,81,80,78
4,1,2,33,36,36
2,2,2,64,69,75
1,1,2,56,50,46
3,1,3,73,73,79
3,2,2,64,69,71
3,1,2,51,47,43
2,2,2,71,76,78
6,1,2,67,67,69
3,1,2,48,39,50
6,2,2,63,67,50
4,1,2,73,70,69
1,1,1,48,52,42
4,2,1,73,79,89
2,1,3,56,59,65
4,2,2,76,78,63
4,2,2,86,87,67
4,1,2,59,63,52
3,1,2,56,58,72
5,1,2,69,71,74
4,1,2,64,61,67
4,2,2,56,54,53
5,1,2,75,73,58
4,1,3,80,78,70
1,1,1,52,52,61
2,2,2,64,69,54
2,2,1,87,90,73
2,2,3,62,61,43
1,1,2,70,66,76
3,1,2,74,71,75
3,1,2,67,73,63
3,2,3,82,84,78
2,1,2,66,65,69
4,1,2,62,56,73
1,1,1,65,61,78
4,2,2,97,100,87
5,1,2,90,94,73
2,1,3,83,79,62
2,1,1,58,60,48
1,1,2,79,69,75
1,2,2,60,55,39
5,1,1,57,52,44
2,2,2,73,79,63
4,1,1,56,51,53
1,2,2,57,62,53
2,1,2,65,61,72
3,1,3,65,59,72
2,1,3,82,75,69
4,2,1,61,62,55
4,1,3,62,65,65
1,2,1,42,48,49
1,1,2,76,77,72
6,1,2,70,66,58
4,1,2,89,86,94
3,1,1,67,60,63
2,1,1,50,40,47
4,2,1,78,80,81
2,1,1,89,86,83
3,2,1,69,71,81
3,1,2,61,58,64
1,1,1,73,76,68
2,1,3,76,76,72
2,1,1,64,67,73
4,1,2,68,67,77
1,1,1,61,62,47
5,2,2,100,100,91
2,2,2,82,82,74
5,1,2,70,78,71
2,1,3,82,76,70
4,1,3,43,34,22
1,2,2,68,73,72
2,1,3,45,44,51
4,1,2,94,91,100
3,1,1,68,61,51
3,1,3,73,70,74
2,1,3,78,72,80
2,1,2,71,62,67
1,1,2,59,57,49
1,2,2,60,56,56
1,1,2,72,66,45
1,1,2,55,49,56
3,2,3,89,92,83
3,2,2,100,100,87
1,2,2,74,77,60
4,2,2,75,79,56
3,1,2,70,66,69
3,2,2,59,65,50
1,1,1,57,56,64
4,1,1,80,79,65
2,1,2,73,72,65
3,1,2,85,86,96
3,2,1,94,97,92
2,1,2,43,44,33
3,2,2,58,62,62
3,2,2,77,74,78
5,2,1,63,65,59
3,1,1,56,50,68
4,1,2,77,79,92
6,1,2,86,83,73
1,1,3,52,47,52
3,2,1,79,83,72
5,2,1,96,94,96
4,2,2,89,97,93
1,2,2,73,70,63
4,1,2,77,77,66
6,1,2,59,59,50
1,1,2,82,74,84
1,1,2,82,74,81
5,1,1,81,76,75
1,1,2,72,73,73
4,1,1,61,54,65
2,1,1,59,61,70
3,1,2,60,52,60
4,1,2,61,55,62
4,2,2,71,79,72
3,1,2,69,71,62
1,2,3,63,61,63
3,1,1,58,55,52
4,1,2,77,76,65
3,2,1,58,55,45
1,2,3,79,81,89
2,1,2,37,34,36
3,1,2,74,65,67
2,2,1,65,70,60
2,1,2,54,55,51
4,1,2,74,79,72
6,2,2,96,99,93
4,1,1,66,69,61
3,1,3,61,53,44
3,1,2,73,72,63
6,2,1,71,77,62
5,2,2,54,64,76
3,1,2,31,29,9
1,2,2,60,55,58
5,1,2,54,61,64
6,1,1,80,80,82
2,2,3,74,68,73
5,2,3,44,55,46
1,1,2,47,51,54
2,2,2,83,83,87
4,1,2,81,85,79
2,1,2,61,57,57
4,1,2,50,39,40
3,2,1,83,84,72
5,2,2,74,81,72
3,1,2,69,65,54
6,1,3,75,81,73
4,2,3,88,91,100
1,2,1,62,64,63
2,2,1,85,85,91
4,1,1,67,66,74
3,2,3,83,85,94
5,2,2,70,73,70
5,1,2,94,89,88
2,2,2,59,60,57
5,1,2,84,84,73
1,1,2,55,45,55
4,2,2,82,83,74
4,1,1,82,81,92
3,1,2,59,61,50
5,1,2,87,91,81
4,1,2,53,49,45
5,1,2,60,62,68
1,1,2,52,51,44
5,1,2,95,82,82
1,2,2,84,87,71
5,1,3,75,77,79
3,2,1,88,85,82
2,1,2,68,57,65
1,1,2,52,45,52
1,1,2,43,43,31
4,1,2,86,83,83
3,2,2,30,36,30
5,2,2,66,65,67
2,2,2,77,78,62
2,1,2,78,69,56
2,1,3,43,43,46
3,1,2,50,43,49
4,2,1,82,86,81
3,2,2,100,100,93
5,2,2,71,71,70
3,1,2,58,54,60
3,1,1,45,39,47
6,1,3,69,76,56
2,1,1,58,60,45
5,1,3,56,51,56
4,1,3,72,70,72
4,1,2,65,57,43
4,2,3,90,83,98
2,1,1,21,20,29
2,2,2,82,84,88
3,2,2,70,73,79
3,1,2,56,56,55
3,2,2,70,68,55
1,1,3,79,79,94
3,1,1,60,58,65
1,1,3,41,44,36
1,2,2,82,76,61
6,1,2,79,85,77
6,1,2,92,88,90
4,1,2,68,60,67
4,1,3,53,52,61
4,1,2,52,50,45
2,1,2,54,50,61
3,1,2,61,57,62
6,1,1,32,37,37
4,1,1,52,53,61
4,1,1,67,73,72
2,1,2,53,50,48
3,1,1,64,69,64
4,2,2,93,89,92
5,2,3,70,76,71
2,2,2,56,64,65
3,2,3,87,89,85
2,1,2,42,38,46
3,2,2,67,61,67
2,1,3,54,57,47
4,1,1,87,78,84
1,1,1,60,50,44
3,1,2,71,68,77
1,1,1,79,79,85
4,1,2,48,48,48
5,2,1,88,91,79
2,1,1,42,38,29
2,2,1,67,62,60
1,1,3,84,78,73
2,1,2,58,50,57
1,2,3,68,68,51
2,1,2,54,53,54
5,1,2,78,82,89
3,2,1,51,50,64
1,1,1,68,64,71
3,2,2,88,85,94
4,1,2,60,61,64
6,1,3,82,81,65
6,2,2,100,99,99
2,1,2,69,65,72
5,2,1,82,84,69
2,1,3,50,54,69
5,2,1,67,65,70
6,2,2,63,72,67
1,1,2,61,60,66
4,1,2,53,55,48
5,1,1,61,56,63
4,1,3,72,72,86
2,2,2,65,59,46
5,1,1,64,68,68
4,2,2,81,82,66
1,1,2,31,34,36
4,1,3,73,69,74
4,2,2,89,82,64
3,1,1,79,78,93
5,1,3,60,62,51
5,1,3,32,38,41
2,1,2,75,70,62
3,2,2,76,75,75
6,1,3,35,32,32
2,2,3,99,100,100
6,1,2,55,50,52
5,1,1,76,74,83
3,2,1,86,82,80
4,1,2,64,58,76
5,2,2,91,95,67
3,1,3,58,63,59
3,1,1,61,61,66
4,1,1,61,53,64
4,2,2,76,78,64
1,1,3,68,63,62
3,1,2,64,66,62
3,2,1,98,98,93
2,1,2,71,62,73
2,1,2,50,51,72
2,1,1,57,55,57
1,2,1,73,78,65
3,2,3,73,76,69
6,1,3,77,80,78
1,1,2,73,67,62
3,1,2,80,80,77
1,2,3,56,54,52
4,1,1,84,78,64
3,1,1,59,51,52
3,1,1,74,75,75
5,2,2,71,73,75
6,1,2,48,49,38
3,2,2,69,65,59
1,2,1,65,63,63
2,1,1,89,82,85
3,1,2,73,68,62
2,2,2,82,88,70
2,1,2,78,82,91
4,1,3,63,60,82
5,2,1,74,75,67
4,1,3,59,54,64
4,1,2,49,55,46
3,1,2,74,73,65
1,2,3,62,65,55
5,1,2,86,83,67
2,1,1,65,61,64
2,2,2,92,92,80
2,2,1,70,63,54
3,1,1,50,43,46
3,1,3,66,67,75
1,2,1,45,41,37
4,1,1,63,60,67
3,1,2,54,53,58
4,1,2,66,63,57
2,2,2,59,63,62
3,1,2,44,41,47
5,2,2,78,83,66
1,1,1,76,73,83
3,2,2,54,54,55
1,1,2,57,55,63
4,1,2,91,89,100
3,1,2,82,80,65
1,1,2,71,71,66
4,1,2,89,96,85
5,1,3,71,73,55
3,2,2,85,93,79
3,1,2,60,58,40
3,2,1,50,49,52
4,1,1,76,77,84
3,1,2,78,71,82
4,2,1,65,67,48
1,2,3,52,60,41
6,2,1,90,94,84
2,1,2,73,70,85
5,1,1,60,66,64
5,1,2,63,60,61
2,1,2,56,52,54
1,1,3,57,52,53
1,1,2,34,41,53
3,2,2,46,57,44
3,2,2,72,73,63
6,1,2,58,52,56
5,1,1,54,56,37
2,1,1,51,43,49
1,1,2,62,63,88
3,1,2,58,48,51
2,2,2,63,70,63
4,1,3,68,70,73
5,2,2,97,100,85
4,1,1,64,60,68
2,1,2,46,43,52
2,1,3,63,63,48
6,1,1,70,67,67
1,1,1,81,80,70
2,1,3,61,71,57
4,1,2,48,46,38
3,1,1,60,49,55
3,2,1,97,98,84
3,1,1,68,67,63
2,1,3,57,58,44
3,1,2,60,59,57
5,1,1,90,92,70
2,1,1,42,43,49
5,1,1,88,83,71
1,2,2,77,80,64
2,1,1,65,63,64
4,2,2,73,80,65
3,1,3,34,39,47
3,1,2,79,79,69
3,2,2,73,79,88
1,2,1,63,61,67
5,1,3,72,66,62
1,1,2,66,65,53
1,1,1,67,53,75
3,1,3,87,84,70
2,1,3,74,78,80
6,1,2,57,57,50
1,1,2,53,54,47
5,1,1,54,53,39
3,1,2,58,50,55
1,1,1,40,41,45
5,1,2,61,62,60
2,1,2,55,50,63
2,1,2,72,68,63
1,2,2,72,77,54
4,2,2,92,88,82
4,2,2,96,91,64
1,1,3,91,94,76
4,1,1,75,78,75
1,1,2,83,75,68
2,2,2,70,67,61
2,1,2,79,88,82
3,2,1,44,47,34
2,2,1,59,55,40
1,2,1,62,62,57
5,2,1,93,89,68
3,2,2,87,89,75
4,1,1,52,49,32
3,1,2,74,70,61
5,2,3,72,74,69
3,1,2,71,72,84
4,1,2,77,68,61
3,1,2,61,49,72
5,2,2,59,58,54
2,1,2,77,66,72
5,1,2,80,83,66
3,2,2,61,55,63
1,1,2,56,59,45
3,2,2,61,62,75
2,1,3,74,75,57
3,2,1,46,48,56
3,1,3,56,45,46
5,2,2,87,89,70
5,1,1,54,49,56
3,1,2,63,59,47
3,1,2,65,63,64
2,2,3,62,57,66
3,1,2,80,79,94
3,1,3,74,76,73
3,1,3,56,56,58
1,2,2,42,52,60
3,2,2,59,52,60
3,2,3,62,63,66
6,1,2,74,67,58
3,2,1,72,77,69
1,1,2,71,67,70
1,1,2,57,53,46
5,1,2,97,93,92
5,1,2,96,98,91
3,2,2,60,69,43
3,1,2,56,48,62
3,1,2,64,57,69
6,1,2,76,79,79
2,1,1,75,78,64
1,1,2,63,60,51
1,1,3,45,43,47
1,1,2,54,48,54
3,1,1,71,72,78
4,1,1,37,29,45
3,1,2,72,74,71
3,2,2,79,77,81
2,1,1,59,57,70
3,1,1,51,48,47
1,2,1,66,66,64
3,2,2,75,82,83
4,1,2,54,62,50
4,1,3,100,100,100
2,1,1,44,47,51
4,2,2,87,85,67
3,1,2,60,50,52
1,1,2,63,58,42
3,2,2,86,84,92
1,1,3,21,17,30
3,2,3,66,73,58
5,1,2,87,88,81
2,1,3,57,61,78
1,1,3,51,47,38
3,1,2,77,73,74
1,2,2,91,88,70
4,1,2,79,70,81
4,2,3,78,77,65
4,1,1,85,89,68
5,1,1,44,40,44
3,1,3,81,82,83
1,1,1,51,54,52
1,1,2,65,59,53
1,1,1,73,69,79
2,1,2,52,52,54
4,1,3,92,92,96
5,1,3,37,38,29
1,1,2,46,39,44
3,2,2,86,88,78
4,1,1,64,62,64
1,1,2,73,69,59
6,1,3,64,68,63
1,1,1,75,78,83
3,1,1,69,63,68
2,2,2,81,80,82
3,2,2,66,73,53
2,1,1,81,75,63
1,1,2,70,64,75
4,2,3,71,74,82
6,1,2,68,81,78
2,1,1,54,55,54
6,2,1,99,100,99
2,2,2,75,74,75
3,1,2,100,97,97
2,1,3,57,56,46
1,1,2,45,39,35
1,1,2,95,88,82
5,1,2,74,78,66
3,1,1,57,57,62
5,1,1,44,42,47
3,2,2,81,82,81
3,2,2,55,57,54
1,1,3,63,66,70
3,2,1,83,74,85
4,1,2,96,100,86
4,1,2,53,57,43
5,1,3,74,73,64
1,2,3,81,75,77
4,2,2,91,93,95
4,1,2,55,57,65
5,2,2,87,83,77
1,1,1,74,82,72
6,2,2,58,60,57
4,2,1,79,87,64
2,1,1,60,51,58
2,1,1,73,66,74
1,1,1,23,21,29
5,2,2,69,67,78
3,1,1,73,73,79
3,1,2,42,46,57
4,1,2,84,84,65
5,1,1,98,92,86
1,1,2,68,75,89
4,1,2,74,71,63
3,1,2,73,69,65
1,1,1,70,77,72
3,1,3,63,59,81
2,1,2,57,51,58
1,2,3,74,70,74
1,1,1,83,78,70
1,1,2,68,70,67
6,1,3,75,82,74
3,1,2,71,62,64
1,1,2,75,77,81
2,1,3,61,53,60
1,2,1,75,73,56
3,2,2,86,83,79
2,2,2,50,54,57
3,1,1,91,93,99
4,1,1,64,60,47
3,1,3,91,92,90
2,1,1,53,49,52
4,1,3,73,70,85
5,2,2,97,93,100
4,1,3,66,62,76
5,1,1,84,81,91
3,2,1,87,84,85
1,2,2,56,61,63
5,2,3,60,61,62
3,1,1,90,89,76
3,2,2,50,49,40
1,2,3,76,80,77
3,2,2,80,79,83
2,1,2,51,43,52
1,1,1,57,52,50
3,1,1,51,48,46
2,1,2,81,68,83
4,1,1,65,61,53
2,2,1,53,50,48
1,1,2,60,53,45
2,2,3,100,92,87
6,1,2,77,65,70
2,1,1,50,48,51
2,2,1,45,49,54
5,1,2,76,73,68
2,1,2,58,51,61
2,1,1,68,67,75
1,2,2,71,70,81
1,1,1,68,63,58
3,1,2,63,71,64
3,2,2,85,87,94
3,1,1,63,65,71
5,1,2,85,86,87
6,1,1,61,68,69
1,2,2,67,69,74
3,2,2,75,79,74
6,2,3,90,91,84
3,1,3,36,30,29
2,2,2,71,74,61
4,1,1,54,50,51
3,1,3,46,44,56
4,1,2,91,82,73
1,1,2,65,65,46
4,1,1,74,73,66
4,1,2,89,89,76
3,2,3,73,77,82
3,1,2,81,85,82
4,1,1,93,79,89
5,1,1,86,85,74
2,2,1,44,47,45
6,1,2,56,59,45
1,2,2,56,53,51
1,1,2,85,94,89
2,1,2,42,43,62
4,1,2,56,58,47
5,1,3,83,81,89
1,1,2,57,53,53
3,2,2,97,91,81
3,1,1,52,54,53
1,2,2,47,53,56
4,1,2,76,69,81
3,2,1,58,60,50
4,2,2,82,81,81
1,1,2,54,48,39
1,2,3,59,62,39
4,1,2,75,78,74
4,1,2,43,48,48
6,1,1,64,66,64
5,2,3,86,94,92
4,1,2,85,76,80
4,1,1,86,84,92
4,2,1,71,73,49
1,1,3,49,46,47
3,1,1,49,58,63
5,1,2,58,56,57
3,1,1,86,85,80
2,1,3,58,48,57
3,2,2,70,76,64
4,1,1,72,74,74
2,1,2,54,53,62
3,1,2,53,52,29
4,2,2,86,85,81
5,1,3,88,86,93
1,1,2,51,50,44
2,1,1,61,59,53
3,2,2,37,41,31
5,1,1,62,64,68
4,1,2,76,69,78
1,1,2,45,45,54
5,2,2,78,77,68
3,1,2,65,69,56
2,2,1,56,52,47
5,1,2,70,65,65
2,1,3,57,61,55
3,1,2,83,80,87
3,1,2,31,31,48
2,2,3,86,82,79
4,2,1,72,77,60
4,1,2,65,69,78
6,1,3,59,57,53
1,1,3,54,48,57
3,2,3,75,77,83
5,1,1,56,50,60
3,1,2,65,75,84
2,1,3,54,49,47
4,2,2,65,66,51
4,2,2,96,90,81
2,1,2,55,57,65
2,1,3,55,58,69
3,2,1,88,84,97
4,2,2,100,100,93
3,1,3,67,59,71
3,1,2,40,35,47
3,2,1,54,50,64
6,1,3,72,66,60
1,1,2,86,78,80
1,2,3,40,39,37
1,1,1,65,67,72
5,1,1,70,75,72
4,1,2,65,71,67
3,2,2,85,85,64
4,1,2,84,73,62
4,1,2,72,66,65
4,2,2,77,80,65
1,1,2,64,55,62
1,2,2,55,57,44
1,1,2,83,80,79
4,1,1,75,78,69
3,2,1,74,71,63
6,1,2,61,60,64
2,1,2,83,82,64
5,2,3,69,77,61
2,1,2,53,51,44
6,1,2,59,53,50
4,1,2,72,68,85
3,2,2,84,89,75
3,2,2,93,96,71
1,2,2,69,68,71
3,2,2,94,99,100
