,ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
994,1,1,3,39,37,38
995,2,1,2,69,61,62
996,1,1,2,76,69,72
997,1,2,2,69,64,68
998,2,1,3,72,68,47
999,5,1,2,50,46,48
1000,4,1,3,45,46,29
1001,1,2,1,61,61,49
1002,2,1,3,35,35,36
1003,3,1,1,74,73,70
1004,3,1,1,71,71,58
1005,5,1,2,54,49,44
1006,3,1,2,83,70,77
1007,3,1,2,50,45,57
1008,3,1,3,70,66,57
1009,1,2,2,78,80,63
1010,3,2,2,74,74,56
1011,3,1,2,73,72,82
1012,4,1,2,53,48,58
1013,4,2,3,63,64,78
1014,2,2,2,68,68,59
1015,6,2,2,65,71,72
1016,3,1,2,76,69,69
1017,1,2,2,55,63,66
1018,4,1,1,69,62,56
1019,4,2,1,79,76,81
1020,4,1,1,73,68,60
1021,6,2,3,85,95,65
1022,2,1,2,70,67,62
1023,2,2,2,48,51,32
1024,3,1,3,55,61,71
1025,2,1,1,59,49,57
1026,1,1,2,65,70,57
1027,1,1,2,43,37,48
1028,5,2,1,81,80,67
1029,5,1,3,69,61,70
1030,6,1,2,86,86,73
1031,5,1,2,42,39,36
1032,3,2,2,98,93,100
1033,3,1,2,68,65,66
1034,1,2,2,36,36,26
1035,3,1,2,53,51,52
1036,3,1,3,64,59,61
1037,3,2,1,64,59,66
1038,1,1,3,75,69,70
1039,6,1,3,67,75,65
1040,3,1,2,73,74,79
1041,3,1,2,69,63,53
1042,2,2,2,62,58,62
1043,1,1,3,72,69,71
1044,2,1,2,67,68,72
1045,3,1,1,64,68,55
1046,3,2,3,88,94,70
1047,3,2,2,79,76,72
1048,5,1,2,87,76,78
1049,1,2,3,91,92,77
1050,4,2,1,76,75,64
1051,3,1,1,65,61,55
1052,1,1,3,79,78,61
1053,4,1,2,95,97,88
1054,1,1,3,50,48,50
1055,3,1,1,77,81,79
1056,1,1,2,47,46,49
1057,5,1,2,54,60,46
1058,1,2,2,65,70,57
1059,3,1,2,64,63,58
1060,2,1,2,50,48,44
1061,4,1,2,74,77,80
1062,3,1,2,63,55,70
1063,4,1,1,83,77,65
1064,1,2,2,73,75,65
1065,4,1,2,62,71,74
1066,4,1,2,82,84,81
1067,4,1,2,61,59,55
1068,3,1,2,66,60,52
1069,3,1,2,59,46,54
1070,4,1,2,91,89,86
1071,4,1,2,75,84,71
1072,5,1,2,51,54,61
1073,2,1,1,58,58,56
1074,4,2,1,80,73,76
1075,5,2,2,69,71,52
1076,1,1,2,53,52,47
1077,6,1,2,90,87,84
1078,4,1,2,95,100,91
1079,4,1,1,81,77,83
1080,3,2,1,87,92,99
1081,3,1,2,59,59,65
1082,3,2,2,59,65,55
1083,1,1,2,80,75,69
1084,4,1,2,62,56,73
1085,4,1,1,51,42,36
1086,4,1,1,78,70,63
1087,2,1,2,75,72,66
1088,3,1,1,77,71,69
1089,1,2,2,61,62,58
1090,2,1,2,51,48,58
1091,1,2,1,73,71,61
1092,3,1,3,87,79,77
1093,4,1,2,59,63,52
1094,5,1,2,90,82,90
1095,3,1,1,76,79,66
1096,4,2,2,87,87,71
1097,5,2,2,67,61,60
1098,2,1,1,46,49,45
1099,3,2,1,71,73,72
1100,3,2,1,65,60,64
1101,3,1,1,65,62,72
1102,3,1,1,67,51,56
1103,1,1,2,76,64,67
1104,4,2,3,92,92,64
1105,3,1,2,66,71,74
1106,1,2,1,63,53,54
1107,2,1,2,58,53,54
1108,3,1,3,66,63,52
1109,3,2,2,76,77,80
1110,3,1,2,77,72,57
1111,1,1,1,52,50,47
1112,2,1,2,73,68,58
1113,4,1,2,52,49,53
1114,3,1,1,69,69,75
1115,6,1,2,72,72,59
1116,3,1,2,58,55,39
1117,6,2,1,91,88,80
1118,4,1,2,75,77,80
1119,2,1,1,63,53,67
1120,2,1,1,61,60,63
1121,5,1,1,78,69,78
1122,3,2,2,76,76,73
1123,3,1,1,70,71,51
1124,5,2,3,68,68,76
1125,4,1,1,70,79,68
1126,3,1,2,87,74,93
1127,4,1,2,69,69,62
1128,4,1,2,63,60,68
1129,6,1,3,68,74,55
1130,2,2,2,75,75,57
1131,3,1,2,57,61,56
1132,1,1,3,53,51,46
1133,2,1,2,50,38,53
1134,3,1,1,78,74,80
1135,1,1,3,54,49,38
1136,5,2,2,67,68,77
1137,5,1,1,74,83,82
1138,5,1,2,58,46,43
1139,3,1,2,56,55,61
1140,4,1,1,94,95,81
1141,3,1,2,63,67,62
1142,4,2,3,69,70,53
1143,3,1,2,82,72,76
1144,6,2,1,83,82,61
1145,4,1,2,66,63,48
1146,3,2,1,62,71,68
1147,4,1,3,92,86,93
1148,5,1,2,55,46,55
1149,2,2,1,63,56,41
1150,6,1,1,63,68,76
1151,3,2,3,80,87,67
1152,1,1,2,46,39,47
1153,3,1,2,67,73,63
1154,1,1,3,51,51,52
1155,2,2,3,85,90,82
1156,2,1,2,82,79,87
1157,1,1,2,60,54,40
1158,4,1,2,45,44,64
1159,3,2,2,94,91,87
1160,4,1,2,72,75,64
1161,5,1,2,68,67,57
1162,1,1,1,67,66,69
1163,2,1,2,57,60,76
1164,1,2,2,82,76,74
1165,1,2,1,62,63,62
1166,4,1,2,73,61,53
1167,3,2,1,64,64,44
1168,3,1,3,70,63,56
1169,2,2,2,56,51,32
1170,2,2,2,61,63,67
1171,2,1,1,76,67,83
1172,3,1,1,62,59,59
1173,1,1,2,62,60,63
1174,4,1,2,64,63,42
1175,1,1,3,43,38,41
1176,3,1,2,97,92,94
1177,1,2,2,60,62,56
1178,6,1,2,78,74,70
1179,3,1,1,55,57,41
1180,2,1,2,79,86,72
1181,6,1,1,83,93,89
1182,2,1,2,79,74,82
1183,4,1,3,79,79,66
1184,5,1,2,93,90,86
1185,2,1,1,80,67,67
1186,2,1,1,66,68,65
1187,3,2,3,92,99,81
1188,4,1,2,52,50,45
1189,1,1,2,62,61,76
1190,3,1,2,85,80,75
1191,4,2,1,70,69,61
1192,2,1,3,78,78,70
1193,5,1,2,80,84,74
1194,4,2,1,73,72,73
1195,4,1,1,67,60,62
1196,1,2,3,58,59,53
1197,3,1,3,68,65,66
1198,5,1,1,59,56,53
1199,4,1,2,48,37,26
1200,5,1,2,75,87,82
1201,5,1,2,56,50,67
1202,5,1,2,76,77,81
1203,3,1,3,81,77,89
1204,3,1,1,73,68,71
1205,5,1,2,74,74,83
1206,4,2,2,49,50,29
1207,5,1,2,85,80,74
1208,3,1,3,77,75,73
1209,5,2,1,93,91,95
1210,3,1,1,46,43,36
1211,2,2,3,53,52,57
1212,4,1,2,76,75,85
1213,3,1,1,79,82,77
1214,3,2,2,72,77,86
1215,3,1,2,83,89,86
1216,6,1,3,63,66,65
1217,1,1,3,66,58,53
1218,3,2,1,76,72,78
1219,3,1,2,71,73,55
1220,1,2,1,56,57,54
1221,1,1,2,55,57,52
1222,6,1,3,86,84,82
1223,5,2,2,73,68,52
1224,5,2,2,69,67,78
1225,3,1,2,72,66,57
1226,1,2,3,81,79,59
1227,4,1,2,74,73,62
1228,3,1,2,79,79,80
1229,4,1,2,48,46,51
1230,3,2,2,44,51,45
1231,1,2,2,67,69,74
1232,6,1,3,69,70,72
1233,6,1,3,72,66,60
1234,5,1,1,77,76,70
1235,5,2,2,61,62,63
1236,1,1,2,48,38,42
1237,3,1,3,48,50,38
1238,3,1,1,66,68,61
1239,1,1,2,61,49,48
1240,2,1,2,65,63,71
1241,3,2,2,63,60,58
1242,1,1,2,52,52,64
1243,3,1,1,57,53,44
1244,1,1,3,47,44,57
1245,6,1,1,60,54,81
1246,4,1,1,80,82,74
1247,1,1,2,56,57,49
1248,5,1,2,91,92,91
1249,4,2,2,65,66,76
1250,4,2,1,67,62,46
1251,3,2,2,46,42,45
1252,3,1,1,40,38,26
1253,2,1,2,55,54,63
1254,5,1,2,65,61,49
1255,3,1,1,58,58,63
1256,3,2,1,63,54,64
1257,1,2,3,50,56,55
1258,3,2,1,61,59,51
1259,4,1,2,70,70,82
1260,6,2,1,82,83,65
1261,4,2,2,96,91,64
1262,6,2,2,83,86,86
1263,5,1,1,80,79,74
1264,6,2,2,66,74,71
1265,5,2,2,75,72,75
1266,5,1,1,83,81,99
1267,4,2,3,49,46,44
1268,5,1,2,69,63,69
1269,6,1,1,92,93,76
1270,5,1,2,71,71,77
1271,5,1,2,72,75,59
1272,4,1,2,53,49,45
1273,2,1,2,52,48,63
1274,3,1,2,65,55,63
1275,3,1,2,48,47,61
1276,1,1,1,81,80,70
1277,6,1,1,79,72,75
1278,3,2,2,83,84,90
1279,5,2,2,74,80,72
1280,3,1,3,61,53,44
1281,6,1,3,77,72,87
1282,3,2,2,52,54,55
1283,2,1,1,81,85,70
1284,6,2,3,91,87,66
1285,2,2,3,88,84,72
1286,3,2,1,61,58,57
1287,3,1,2,67,58,64
1288,3,1,2,75,79,84
1289,3,1,3,84,78,93
1290,4,2,2,71,73,57
1291,3,2,1,86,92,86
1292,1,1,2,73,68,57
1293,6,2,1,69,70,66
1294,2,1,2,40,46,52
1295,4,1,1,80,81,79
1296,2,1,2,80,74,83
1297,2,1,2,31,29,23
1298,6,1,2,69,64,65
1299,3,1,3,73,73,63
1300,1,2,3,95,93,80
1301,1,1,1,74,71,70
1302,1,1,1,79,79,78
1303,5,2,3,92,90,95
1304,6,1,1,56,53,51
1305,2,2,2,100,100,100
1306,3,1,1,54,59,53
1307,5,1,2,81,85,79
1308,2,1,2,57,48,53
1309,6,1,3,71,78,75
1310,1,1,1,73,67,67
1311,3,2,1,77,82,81
1312,3,1,2,89,93,96
1313,3,1,1,84,91,96
1314,3,1,2,53,50,66
1315,1,2,3,74,78,85
1316,1,1,2,46,48,47
1317,2,2,2,72,73,80
1318,3,2,2,58,62,62
1319,2,1,2,83,75,83
1320,3,1,1,60,52,57
1321,3,1,2,80,81,90
1322,5,1,2,70,74,71
1323,4,2,1,77,80,87
1324,3,1,2,74,71,79
1325,3,1,2,88,93,86
1326,6,1,1,65,69,52
1327,4,1,3,68,73,75
1328,4,1,1,80,79,65
1329,3,2,2,68,72,73
1330,3,1,2,32,33,41
1331,4,1,2,59,57,70
1332,1,1,1,50,49,57
1333,5,2,2,78,78,64
1334,1,1,3,63,65,51
1335,4,1,3,81,66,63
1336,1,1,3,84,81,72
1337,4,1,1,58,51,62
1338,4,1,3,58,58,55
1339,3,1,2,45,44,53
1340,6,1,2,77,83,74
1341,6,2,2,85,89,76
1342,3,1,2,48,49,52
1343,1,2,2,26,32,42
1344,2,1,1,23,27,38
1345,6,2,3,99,100,100
1346,4,1,2,55,47,58
1347,1,2,2,51,52,46
1348,3,1,3,62,56,55
1349,4,1,2,68,64,71
1350,6,1,2,66,65,67
1351,2,1,2,47,42,30
1352,5,1,2,69,75,68
1353,3,1,2,58,60,73
1354,4,1,1,42,38,40
1355,2,1,1,65,62,54
1356,2,1,2,75,70,62
1357,4,1,3,73,67,75
1358,4,1,1,37,38,45
1359,4,2,3,51,57,49
1360,3,2,2,85,80,80
1361,1,1,3,49,46,47
1362,4,1,2,53,54,64
1363,2,2,2,57,55,62
1364,5,2,2,82,85,77
1365,3,1,2,88,78,79
1366,3,1,2,40,35,47
1367,4,2,1,85,86,79
1368,2,1,2,43,33,45
1369,5,1,2,90,83,96
1370,3,1,2,66,64,63
1371,2,2,2,80,82,64
1372,3,1,3,65,69,57
1373,3,1,2,95,97,100
1374,3,2,1,64,65,55
1375,1,2,2,76,77,61
1376,4,2,2,74,76,62
1377,2,2,3,98,100,97
1378,4,1,2,70,75,65
1379,3,1,2,68,74,57
1380,2,2,2,55,56,60
1381,4,1,1,68,63,85
1382,1,2,3,72,69,73
1383,3,1,3,66,72,64
1384,5,2,2,80,88,67
1385,3,1,2,62,65,75
1386,4,2,2,100,100,90
1387,4,1,2,83,72,68
1388,1,2,1,97,98,85
1389,4,1,2,74,70,88
1390,5,1,2,79,89,80
1391,2,1,3,39,34,34
1392,3,1,2,40,37,42
1393,2,1,2,77,72,73
1394,4,2,2,58,56,42
1395,4,1,1,85,79,74
1396,2,2,1,99,98,89
1397,2,1,2,59,64,66
1398,4,1,1,65,66,61
1399,1,1,2,54,48,54
1400,3,2,2,89,85,74
1401,3,1,2,82,78,76
1402,4,1,2,94,95,91
1403,1,1,3,60,51,60
1404,5,2,2,65,58,66
1405,4,2,2,68,72,73
1406,4,2,3,99,97,83
1407,1,1,2,57,53,67
1408,3,1,2,59,49,58
1409,3,1,2,67,67,74
1410,4,2,1,60,59,65
1411,1,2,3,89,90,79
1412,3,2,2,93,100,90
1413,5,1,3,66,66,48
1414,5,1,1,84,94,79
1415,6,1,3,89,87,77
1416,4,2,1,62,66,58
1417,2,1,2,76,72,69
1418,4,2,3,56,52,53
1419,2,1,1,64,52,60
1420,1,2,2,71,73,61
1421,4,2,1,66,71,71
1422,2,1,1,58,50,63
1423,1,1,2,52,47,48
1424,1,2,2,68,69,54
1425,4,1,2,91,88,90
1426,1,2,2,79,74,74
1427,3,1,2,79,74,73
1428,4,2,3,64,65,66
1429,5,1,2,74,78,74
1430,2,1,2,42,41,32
1431,2,2,1,83,88,82
1432,3,1,3,60,60,55
1433,3,1,2,69,64,76
1434,1,2,3,73,78,73
1435,3,2,1,78,71,70
1436,3,2,2,62,67,53
1437,3,2,2,85,87,94
1438,5,1,1,80,78,72
1439,3,1,2,62,57,64
1440,1,2,1,81,77,86
1441,4,1,1,79,81,67
1442,1,1,2,62,63,57
1443,1,1,2,56,50,46
1444,3,1,2,73,68,60
1445,2,2,2,68,71,71
1446,4,1,2,89,81,78
1447,3,1,2,45,42,36
1448,3,1,2,71,62,57
1449,3,1,1,88,85,80
1450,1,2,1,60,57,54
1451,3,2,3,63,58,65
1452,2,2,2,78,75,64
1453,4,2,2,84,89,84
1454,5,1,3,55,57,52
1455,2,1,2,72,66,60
1456,5,1,2,60,58,68
1457,1,2,2,51,56,41
1458,5,1,3,65,70,70
1459,3,1,1,62,63,80
1460,1,1,2,70,78,78
1461,1,1,2,62,60,52
1462,1,1,3,50,45,60
1463,1,1,1,61,54,60
1464,2,2,2,70,73,60
1465,4,1,2,57,57,49
1466,3,2,3,100,100,90
1467,2,1,1,78,76,70
1468,4,2,1,86,84,81
1469,2,1,2,44,43,43
1470,2,1,1,51,54,60
1471,3,2,2,96,91,100
1472,1,2,1,70,68,77
1473,5,2,3,96,98,84
1474,1,2,2,67,65,70
1475,1,1,3,70,65,52
1476,4,1,2,75,70,79
1477,2,2,3,92,99,92
1478,3,1,3,40,38,49
1479,3,1,2,76,79,68
1480,2,1,2,98,92,100
1481,4,2,2,82,82,67
1482,4,1,3,86,93,85
1483,2,1,2,68,66,52
1484,1,1,3,21,17,30
1485,3,1,1,95,90,89
1486,3,1,1,55,54,53
1487,1,1,2,45,52,44
1488,2,1,2,65,54,61
1489,4,2,1,98,98,95
1490,4,1,1,75,69,64
1491,3,1,2,61,49,49
1492,1,2,2,59,57,43
1493,2,1,1,41,36,49
1494,2,1,2,56,49,57
1495,6,1,3,79,81,82
1496,2,1,1,91,83,92
1497,3,2,2,59,61,47
1498,5,1,1,74,76,73
1499,1,1,2,73,74,88
1500,3,2,2,82,87,81
1501,5,2,3,84,97,82
1502,3,1,1,61,57,51
1503,3,2,2,49,46,44
1504,5,2,2,69,74,63
1505,6,1,2,66,62,70
1506,3,1,2,46,50,61
1507,1,1,2,37,35,34
1508,2,1,2,49,39,44
1509,4,1,2,84,85,90
1510,3,1,2,45,29,39
1511,3,1,1,46,33,34
1512,2,2,2,85,78,93
1513,3,1,2,57,51,60
1514,2,1,3,55,57,66
1515,2,2,1,98,95,97
1516,2,1,1,83,83,74
1517,2,1,2,58,53,46
1518,1,1,3,75,77,64
1519,4,2,2,66,64,58
1520,4,1,1,57,58,41
1521,3,2,2,30,36,30
1522,3,2,2,84,90,82
1523,1,1,2,65,62,78
1524,5,1,1,54,50,56
1525,4,1,1,62,66,74
1526,5,2,3,100,100,98
1527,4,1,1,63,54,64
1528,4,2,3,63,69,76
1529,3,2,1,87,94,83
1530,1,1,3,48,55,53
1531,3,1,2,79,80,81
1532,3,1,3,71,70,74
1533,1,2,1,58,54,67
1534,3,2,1,58,55,45
1535,4,1,2,74,69,82
1536,4,1,2,93,88,93
1537,3,1,1,81,78,93
1538,5,1,2,57,60,54
1539,3,1,2,59,60,59
1540,1,1,2,43,41,48
1541,2,1,2,68,65,52
1542,2,2,1,80,82,68
1543,5,1,2,78,84,82
1544,4,2,2,64,61,48
1545,3,2,2,79,88,78
1546,1,1,1,79,77,75
1547,1,1,1,61,58,52
1548,2,1,1,77,70,82
1549,3,1,2,88,90,100
1550,2,1,2,80,78,83
1551,5,1,3,61,59,64
1552,1,1,1,31,27,40
1553,5,1,3,70,76,70
1554,3,1,2,75,78,64
1555,1,1,1,80,73,77
1556,3,2,2,88,91,90
1557,5,2,2,54,63,73
1558,4,1,2,44,42,52
1559,3,1,2,66,64,77
1560,1,1,2,57,60,51
1561,3,2,2,71,74,78
1562,1,2,1,88,80,67
1563,4,1,3,76,73,77
1564,3,1,2,87,87,81
1565,4,2,1,77,74,77
1566,1,1,2,58,55,60
1567,3,1,1,68,60,56
1568,1,1,3,62,57,38
1569,2,1,1,77,80,65
1570,2,2,2,87,89,82
1571,3,1,3,86,76,86
1572,1,2,2,84,87,69
1573,1,2,2,52,49,50
1574,4,2,1,71,73,49
1575,2,1,2,56,54,67
1576,2,1,3,53,48,33
1577,4,1,2,72,73,64
1578,6,1,2,87,92,89
1579,1,1,3,74,67,81
1580,3,1,2,77,72,76
1581,3,1,2,65,61,76
1582,4,2,1,81,82,60
1583,3,1,1,52,54,47
1584,5,2,3,59,70,49
1585,3,1,2,50,42,46
1586,3,1,2,48,45,58
1587,4,1,2,48,42,51
1588,1,1,3,92,90,87
1589,3,2,1,79,81,69
1590,3,1,1,41,35,38
1591,1,1,2,52,53,55
1592,3,1,2,61,50,60
1593,5,2,2,79,82,88
1594,6,1,1,87,80,88
1595,3,1,2,76,76,71
1596,5,1,1,41,43,57
1597,3,1,1,66,55,73
1598,3,1,3,90,86,94
1599,4,2,2,96,100,100
1600,2,2,2,68,69,58
1601,4,2,1,87,77,74
1602,1,1,2,40,37,48
1603,6,1,1,64,57,61
1604,4,1,2,69,65,64
1605,1,1,2,37,35,45
1606,1,1,1,47,52,36
1607,2,2,2,93,99,91
1608,4,2,1,73,79,57
1609,2,1,2,57,55,61
1610,2,2,2,70,71,71
1611,2,1,3,83,82,84
1612,3,1,2,77,87,77
1613,2,2,3,86,88,78
1614,2,2,1,75,74,64
1615,3,2,3,80,81,70
1616,2,1,1,36,32,28
1617,3,1,1,69,70,65
1618,2,1,2,46,44,51
1619,4,1,3,79,76,64
1620,1,1,1,64,58,49
1621,1,2,1,78,77,76
1622,3,2,3,57,62,67
1623,5,2,2,88,90,81
1624,5,1,2,59,52,42
1625,2,1,2,67,59,70
1626,6,1,1,89,89,79
1627,3,1,2,48,48,52
1628,2,1,2,75,67,59
1629,4,2,3,71,70,73
1630,3,1,1,48,52,31
1631,4,2,2,71,79,72
1632,3,2,2,66,65,65
1633,2,1,3,75,79,79
1634,3,2,3,97,100,85
1635,3,1,3,75,69,73
1636,5,2,3,79,85,64
1637,3,1,1,75,72,62
1638,2,1,1,53,53,67
1639,3,2,2,51,61,45
1640,4,2,2,90,93,79
1641,6,1,3,76,79,68
1642,2,1,2,67,59,46
1643,6,1,2,80,79,88
1644,3,1,1,77,82,74
1645,6,2,2,84,100,81
1646,3,2,2,92,88,86
1647,4,1,2,56,56,51
1648,3,1,2,77,73,75
1649,4,1,2,85,86,97
1650,1,1,2,44,43,45
1651,4,1,2,61,60,63
1652,3,1,2,83,79,92
1653,6,1,3,68,72,62
1654,3,1,3,80,74,69
1655,4,1,1,77,79,76
1656,5,1,2,81,79,72
1657,3,2,2,81,83,80
1658,3,1,3,71,70,66
1659,1,2,1,63,62,63
1660,3,1,2,56,51,61
1661,3,1,2,78,74,66
1662,5,2,3,93,97,84
1663,2,1,3,49,44,44
1664,3,1,2,71,69,62
1665,3,2,2,100,100,91
1666,1,1,2,76,66,56
1667,3,2,3,62,57,66
1668,1,1,2,54,47,50
1669,2,1,1,72,67,78
1670,6,2,1,85,95,77
1671,3,2,2,59,62,52
1672,4,1,1,77,83,75
1673,2,2,2,77,75,88
1674,6,2,2,53,54,44
1675,2,2,1,78,85,76
1676,1,2,2,45,42,30
1677,3,2,2,65,62,43
1678,2,1,2,36,28,45
1679,3,1,1,90,87,71
1680,3,1,2,67,66,60
1681,2,1,1,63,66,61
1682,5,2,3,67,74,57
1683,1,1,2,61,57,59
1684,5,1,3,47,48,62
1685,4,1,2,69,64,75
1686,3,1,2,68,62,64
1687,6,2,3,90,86,81
1688,1,1,2,44,47,39
1689,4,1,2,86,87,78
1690,4,2,3,49,54,54
1691,3,1,1,40,31,26
1692,6,2,1,91,90,91
1693,3,1,3,56,59,47
1694,2,2,2,63,69,54
1695,4,1,2,74,69,82
1696,2,1,1,74,72,85
1697,1,2,2,75,70,62
1698,1,1,3,53,48,42
1699,2,1,1,82,76,79
1700,3,1,2,79,74,82
1701,3,1,1,66,62,49
1702,1,2,3,94,93,94
1703,4,2,1,64,62,62
1704,1,1,2,52,45,57
1705,2,2,2,81,78,72
1706,4,2,1,70,66,64
1707,2,1,2,60,55,47
1708,5,1,2,47,56,49
1709,3,1,2,70,67,52
1710,3,1,1,66,69,78
1711,1,1,2,49,47,54
1712,5,1,2,71,71,72
1713,5,2,1,85,86,88
1714,5,1,3,65,61,60
1715,3,1,1,55,57,52
1716,1,2,2,70,63,73
1717,1,1,2,32,34,33
1718,3,1,1,53,55,54
1719,1,1,2,90,87,90
1720,4,1,3,35,30,32
1721,4,1,2,68,68,66
1722,2,2,2,68,67,65
1723,2,1,1,64,72,61
1724,1,2,1,70,77,63
1725,1,1,1,74,73,53
1726,3,1,2,53,53,46
1727,5,1,2,46,48,49
1728,1,1,1,49,45,60
1729,3,2,1,46,50,61
1730,4,2,2,58,60,51
1731,4,1,1,51,50,47
1732,5,1,2,71,76,88
1733,4,2,1,76,74,65
1734,5,2,1,70,74,78
1735,4,1,1,60,61,60
1736,6,1,1,78,68,76
1737,1,2,1,85,79,84
1738,1,1,2,64,63,65
1739,5,1,1,74,76,87
1740,4,1,3,93,92,88
1741,3,2,2,71,77,66
1742,5,1,1,65,66,70
1743,6,1,1,73,71,68
1744,1,2,2,44,46,33
1745,2,2,2,65,59,46
1746,2,2,2,81,82,90
1747,3,1,2,64,69,65
1748,5,1,1,68,78,66
1749,1,2,1,45,47,56
1750,3,1,1,46,42,29
1751,3,1,1,67,65,59
1752,3,1,1,61,54,51
1753,1,1,3,55,60,73
1754,3,2,1,99,100,93
1755,3,1,2,57,57,66
1756,3,1,1,82,83,70
1757,3,1,1,80,82,72
1758,3,1,2,54,56,53
1759,6,1,2,80,70,78
1760,1,1,2,69,65,54
1761,1,1,2,59,47,63
1762,3,1,2,83,75,79
1763,2,1,2,50,49,57
1764,3,1,1,68,72,65
1765,1,1,2,81,75,78
1766,1,1,2,52,51,51
1767,4,1,1,86,89,87
1768,3,2,2,61,62,53
1769,1,2,1,55,61,61
1770,6,1,2,82,78,87
1771,2,1,2,92,91,98
1772,2,1,2,67,68,53
1773,3,1,1,64,53,66
1774,3,1,3,64,55,69
1775,3,2,2,77,74,78
1776,3,1,3,55,50,56
1777,3,2,2,98,100,100
1778,2,1,2,74,69,73
1779,1,2,3,82,80,84
1780,3,1,2,52,48,48
1781,4,1,3,61,57,77
1782,1,1,2,47,40,56
1783,3,1,2,66,60,66
1784,3,2,2,68,67,46
1785,2,1,1,57,52,36
1786,1,1,1,63,58,75
1787,2,2,2,87,86,96
1788,3,1,3,49,46,35
1789,4,1,2,75,74,62
1790,4,1,2,47,44,45
1791,3,1,1,73,75,61
1792,2,1,2,72,77,82
1793,6,2,2,100,100,87
1794,1,1,3,55,61,64
1795,2,1,1,48,49,43
1796,6,1,2,97,100,88
1797,1,1,1,56,52,49
1798,4,2,2,78,84,67
1799,2,1,2,73,69,61
1800,2,2,2,64,68,66
1801,3,1,2,55,55,53
1802,2,1,2,65,61,71
1803,1,1,2,88,79,88
1804,4,1,2,42,40,29
1805,1,1,2,80,75,77
1806,5,1,2,76,67,55
1807,4,1,2,80,77,78
1808,1,2,1,59,53,55
1809,3,2,2,57,58,53
1810,3,1,3,73,72,94
1811,1,1,1,77,74,87
1812,6,2,1,50,53,39
1813,3,1,2,84,85,98
1814,1,1,2,59,56,55
1815,1,1,2,73,67,53
1816,4,2,1,73,74,73
1817,2,1,2,74,73,66
1818,4,2,3,74,74,65
1819,1,2,2,75,77,79
1820,3,1,2,88,91,81
1821,3,1,2,90,87,87
1822,1,2,2,62,67,49
1823,3,1,2,65,63,75
1824,3,1,2,64,67,62
1825,1,1,2,92,89,93
1826,1,1,2,45,43,43
1827,2,2,1,70,67,69
1828,5,2,3,81,85,83
1829,2,2,2,75,83,72
1830,3,1,3,70,70,71
1831,5,1,2,58,58,58
1832,4,1,2,55,50,38
1833,2,1,1,57,54,57
1834,4,1,1,87,81,79
1835,2,2,2,79,80,70
1836,3,1,3,61,58,67
1837,6,2,1,69,78,61
1838,3,1,2,68,63,63
1839,2,2,2,75,71,86
1840,3,1,3,73,74,74
1841,3,1,2,50,53,43
1842,1,1,2,51,44,52
1843,4,1,3,74,71,79
1844,4,1,1,70,68,86
1845,4,2,2,63,64,67
1846,3,2,3,76,84,91
1847,1,1,1,73,63,66
1848,2,1,3,55,48,39
1849,3,1,3,77,71,75
1850,2,1,2,66,69,75
1851,1,1,2,65,63,66
1852,4,1,1,76,76,71
1853,3,1,2,91,92,81
1854,1,1,2,55,52,39
1855,3,2,1,90,95,94
1856,4,1,2,67,76,62
1857,2,2,2,65,65,58
1858,3,1,1,61,56,62
1859,3,1,1,61,56,58
1860,4,1,2,81,77,91
1861,1,1,2,66,60,51
1862,3,1,2,59,61,50
1863,2,1,2,60,50,49
1864,1,2,2,76,76,75
1865,3,1,2,53,59,60
1866,3,1,2,70,63,68
1867,1,1,3,64,66,71
1868,4,1,1,73,70,57
1869,2,1,1,39,40,44
1870,3,1,2,64,73,81
1871,5,2,2,78,82,75
1872,5,2,2,85,86,91
1873,4,2,2,98,99,94
1874,4,1,2,65,60,69
1875,2,2,1,84,86,89
1876,3,2,2,88,96,95
1877,1,1,2,55,55,51
1878,6,2,2,85,96,86
1879,3,1,1,67,67,72
1880,2,1,1,89,86,83
1881,5,1,3,74,84,78
1882,5,2,2,89,94,86
1883,1,1,1,37,34,49
1884,2,1,1,65,57,69
1885,5,1,2,66,58,68
1886,4,1,1,54,58,52
1887,2,1,2,47,45,53
1888,5,1,2,61,60,61
1889,2,1,2,82,78,87
1890,3,2,2,100,100,98
1891,2,1,1,47,43,38
1892,3,1,2,66,61,63
1893,1,2,3,63,63,46
1894,3,1,3,59,59,49
1895,3,1,2,66,61,62
1896,1,2,2,88,89,87
1897,4,1,2,82,80,80
1898,4,1,1,69,64,75
1899,4,1,1,77,68,74
1900,1,1,2,100,100,93
1901,4,2,1,94,98,92
1902,4,2,1,59,66,42
1903,3,1,2,84,78,65
1904,1,2,2,88,84,85
1905,4,1,1,68,59,70
1906,1,1,1,33,28,36
1907,3,2,1,65,62,72
1908,3,1,2,56,56,66
1909,3,2,1,57,53,63
1910,2,2,2,60,61,51
1911,4,1,2,69,71,53
1912,6,1,1,62,60,63
1913,5,1,2,100,92,100
1914,6,1,1,56,60,44
1915,5,1,2,74,81,72
1916,4,1,3,76,82,77
1917,3,1,2,85,92,73
1918,4,1,2,78,82,72
1919,1,1,2,70,69,79
1920,4,1,2,54,53,39
1921,2,2,2,80,85,86
1922,3,2,2,62,58,52
1923,3,1,1,68,64,54
1924,3,1,2,54,44,39
